Region,School LEA number,School Name,Type,Type (Welsh),School Number,Phone Number,Address,Students,Wikipedia URL,Estyn (Schools Inspectorate) URL,School Website
Swansea,670,Glais Primary School,"Nursery, Infants & Juniors",English medium,6702023,01792 842627,School Road+Glais+Swansea++SA7 9EY,118.0,TODO,TODO,TODO
Swansea,670,Grange Primary School,"Nursery, Infants & Juniors",English medium,6702027,01792 404766,West Cross Avenue+West Cross+Swansea++SA3 5TS,131.0,TODO,TODO,TODO
Swansea,670,Hafod Primary School,"Nursery, Infants & Juniors",English medium,6702032,01792 461356,Odo Street+Hafod+Swansea++SA1 2LT,239.0,TODO,TODO,TODO
Swansea,670,Ysgol Gymraeg Lon Las,"Nursery, Infants & Juniors",Welsh medium,6702036,01792 771160,Walters Road+Llansamlet+Abertawe++SA7 9RW,507.0,TODO,TODO,TODO
Swansea,670,Morriston Primary School,"Nursery, Infants & Juniors",English medium,6702040,01792 781811,Neath Road+Morriston+Swansea++SA6 8EF,177.0,TODO,TODO,TODO
Swansea,670,Oystermouth Primary School,"Nursery, Infants & Juniors",English medium,6702042,01792 369233,Newton Road+Mumbles+Swansea++SA3 4BE,217.0,TODO,TODO,TODO
Swansea,670,Pentrechwyth Primary School,"Nursery, Infants & Juniors",English medium,6702048,01792 653186,Bonymaen Road+Pentrechwyth+Swansea++SA1 7AP,144.0,TODO,TODO,TODO
Swansea,670,Plasmarl Primary School,"Nursery, Infants & Juniors",English medium,6702051,01792 798210,Britannia Road+Plasmarl+Swansea++SA6 8LH,216.0,TODO,TODO,TODO
Swansea,670,Sketty Primary School,"Nursery, Infants & Juniors",English medium,6702054,01792 206655,Llwyn Mawr Road+Sketty+Swansea++SA2 9HD,473.0,TODO,TODO,TODO
Swansea,670,St Helen's Primary School,"Nursery, Infants & Juniors",English medium,6702055,01792 655763,Vincent Street+Swansea+++SA1 3TY,260.0,TODO,TODO,TODO
Swansea,670,Terrace Road Primary School,"Nursery, Infants & Juniors",English medium,6702059,01792 654257,Terrace Road+Mount Pleasant+Swansea++SA1 6JD,339.0,TODO,TODO,TODO
Swansea,670,Townhill Primary School,"Nursery, Infants & Juniors",English medium,6702063,01792 516370,Townhill Road+Townhill+Swansea++SA1 6PT,497.0,TODO,TODO,TODO
Swansea,670,Waunarlwydd Primary School,"Nursery, Infants & Juniors",English medium,6702065,01792 872431,Brithwen Road+Waunarlwydd+Swansea++SA5 4QS,246.0,TODO,TODO,TODO
Swansea,670,Waun Wen School,"Nursery, Infants & Juniors",English medium,6702067,01792 651010,Lion Street+Waun Wen+Swansea++SA1 2BZ,215.0,TODO,TODO,TODO
Swansea,670,Clwyd Primary School,"Nursery, Infants & Juniors",English medium,6702069,01792 588673,Eppynt Road+Penlan+Swansea++SA5 7AZ,375.0,TODO,TODO,TODO
Swansea,670,Ynystawe Primary School,"Nursery, Infants & Juniors",English medium,6702071,01792 842628,Clydach Road+Ynystawe+Swansea++SA6 5AY,200.0,TODO,TODO,TODO
Swansea,670,Clase Primary School,"Nursery, Infants & Juniors",English medium,6702073,01792 781747,Rheidol Avenue+Clase+Swansea++SA6 7JX,361.0,TODO,TODO,TODO
Swansea,670,Portmead Primary School,"Nursery, Infants & Juniors",English medium,6702075,01792 583549,Cheriton Crescent+Portmead+Swansea++SA5 5LA,234.0,TODO,TODO,TODO
Swansea,670,Mayals Primary,"Nursery, Infants & Juniors",English medium,6702076,01792 402755,Fairwood Road+West Cross+Swansea++SA3 5JP,240.0,TODO,TODO,TODO
Swansea,670,Cwmglas Primary School,"Nursery, Infants & Juniors",English medium,6702077,01792 771693,Colwyn Avenue+Winchwen+Swansea++SA1 7EN,264.0,TODO,TODO,TODO
Swansea,670,Blaenymaes Primary School,"Nursery, Infants & Juniors",English medium,6702082,01792 583366,Broughton Avenue+Blaenymaes+Swansea++SA5 5LW,248.0,TODO,TODO,TODO
Swansea,670,Trallwn Primary School,"Nursery, Infants & Juniors",English medium,6702084,01792 792478,Glanywern Road+Trallwn+Swansea++SA7 9UJ,244.0,TODO,TODO,TODO
Swansea,670,Parkland Primary School,"Nursery, Infants & Juniors",English medium,6702086,01792 205462,Sketty Park Drive+Sketty+Swansea++SA2 8NG,624.0,TODO,TODO,TODO
Swansea,670,Newton Primary School,"Nursery, Infants & Juniors",English medium,6702092,01792 369826,Slade Road+Newton+Swansea++SA3 4UE,224.0,TODO,TODO,TODO
Swansea,670,Whitestone Primary,"Nursery, Infants & Juniors",English medium,6702095,01792 404113,Off Rushwind Close+West Cross+Swansea++SA3 5RF,147.0,TODO,TODO,TODO
Swansea,670,Hendrefoilan Primary,"Nursery, Infants & Juniors",English medium,6702096,01792 290223,Dunvant Road+Dunvant+Swansea++SA2 7LF,236.0,TODO,TODO,TODO
Swansea,670,Y.G.G. Brynymor,"Nursery, Infants & Juniors",Welsh medium,6702098,01792 466354,Heol St Alban+Brynmill+Abertawe++SA2 0BP,277.0,TODO,TODO,TODO
Swansea,670,Bishopston Primary School,"Nursery, Infants & Juniors",English medium,6702105,01792 232754,Bishopston Road+Bishopston+Swansea++SA3 3EN,300.0,TODO,TODO,TODO
Swansea,670,Casllwchwr Primary School,"Nursery, Infants & Juniors",English medium,6702108,01792 892420,Castle Street+Loughor+Swansea++SA4 6TU,215.0,TODO,TODO,TODO
Swansea,670,Cila Primary School,"Nursery, Infants & Juniors",English medium,6702109,01792 202775,577 Gower Road+Upper Killay+Swansea++SA2 7DR,121.0,TODO,TODO,TODO
Swansea,670,Crwys Primary School,"Nursery, Infants & Juniors",English medium,6702120,01792 872473,Chapel Road+Three Crosses+Swansea++SA4 3PU,131.0,TODO,TODO,TODO
Swansea,670,Llangyfelach Primary School,"Nursery, Infants & Juniors",English medium,6702157,01792 771497,Pengors Road+Llangyfelach+Swansea++SA5 7JE,244.0,TODO,TODO,TODO
Swansea,670,Llanrhidian Primary,"Nursery, Infants & Juniors",English medium,6702159,01792 390181,Llanrhidian+Gower+Swansea++SA3 1EH,158.0,TODO,TODO,TODO
Swansea,670,Penclawdd Primary School,"Nursery, Infants & Juniors",English medium,6702167,01792 850239,Park Road+Penclawdd+Swansea++SA4 3FH,144.0,TODO,TODO,TODO
Swansea,670,Pengelli Primary,"Nursery, Infants & Juniors",English medium,6702172,01792 892736,Station Road+Grovesend+Swansea++SA4 4GY,122.0,TODO,TODO,TODO
Swansea,670,Penllergaer Primary School,"Nursery, Infants & Juniors",English medium,6702174,01792 892354,Pontardulais Road+Penllergaer+Swansea++SA4 9DB,367.0,TODO,TODO,TODO
Swansea,670,Penyrheol Primary School,"Nursery, Infants & Juniors",English medium,6702176,01792 892337,Frampton Road+Gorseinon+Swansea++SA4 4YG,225.0,TODO,TODO,TODO
Swansea,670,Pontarddulais Primary School,"Nursery, Infants & Juniors",English medium,6702186,01792 882383,Upper James Street+Pontarddulais+Swansea++SA4 8JD,422.0,TODO,TODO,TODO
Swansea,670,Y.G.G. Bryniago,"Nursery, Infants & Juniors",Welsh medium,6702189,01792 882012,Lower James Street+Pontarddulais+Swansea++SA4 8JA,197.0,TODO,TODO,TODO
Swansea,670,Pontlliw Primary,"Nursery, Infants & Juniors",English medium,6702192,01792 882553,Clordir Road+Pontlliw+Pontarddulais++SA4 9FA,222.0,TODO,TODO,TODO
Swansea,670,Tre Uchaf Primary School,"Nursery, Infants & Juniors",English medium,6702211,01792 893682,Heol Cae Ty Newydd+Loughor+Swansea++SA4 6QB,211.0,TODO,TODO,TODO
Swansea,670,Y.G.G. Pontybrenin,"Nursery, Infants & Juniors",Welsh medium,6702212,01792 894210,Loughor Road+Gorseinon+Swansea++SA4 6AU,588.0,TODO,TODO,TODO
Swansea,670,Craigfelen Primary School,"Nursery, Infants & Juniors",English medium,6702215,01792 843278,Woodside Crescent+Clydach+Swansea++SA6 5DP,196.0,TODO,TODO,TODO
Swansea,670,Pennard Primary,"Nursery, Infants & Juniors",English medium,6702216,01792 233343,Pennard Road+Pennard+Swansea++SA3 2AD,169.0,TODO,TODO,TODO
Swansea,670,Knelston Primary,"Nursery, Infants & Juniors",English medium,6702217,01792 390071,Reynoldston+Gower+Swansea++SA3 1AR,96.0,TODO,TODO,TODO
Swansea,670,Pen-Y-Fro,"Nursery, Infants & Juniors",English medium,6702219,01792 203728,Priors Crescent+Dunvant+Swansea++SA2 7UF,211.0,TODO,TODO,TODO
Swansea,670,Pontybrenin Primary School,"Nursery, Infants & Juniors",English medium,6702223,01792 891151,Glyn Rhosyn+Gorseinon+Swansea++SA4 6HX,344.0,TODO,TODO,TODO
Swansea,670,Talycopa Primary School,"Nursery, Infants & Juniors",English medium,6702225,01792 793660,Heol Hafdy+Llansamlet+Swansea++SA7 9RZ,211.0,TODO,TODO,TODO
Swansea,670,Glyncollen Primary School,"Nursery, Infants & Juniors",English medium,6702226,01792 791727,Heol Dolfain+Ynysforgan+Swansea++SA6 6QF,192.0,TODO,TODO,TODO
Swansea,670,Ysgol Gymraeg Y Login Fach,"Nursery, Infants & Juniors",Welsh medium,6702229,01792 874399,Roseland Road+Waunarlwydd+Abertawe++SA5 4ST,243.0,TODO,TODO,TODO
Swansea,670,Y.G.G. Tirdeunaw,"Nursery, Infants & Juniors",Welsh medium,6702231,01792 774612,Heol Ddu+Treboeth+Abertawe++SA5 7HW,382.0,TODO,TODO,TODO
Swansea,670,Y.G.G. Gellionnen,"Nursery, Infants & Juniors",Welsh medium,6702232,01792 845489,Gellionnen Road+Clydach+Swansea++SA6 5HE,218.0,TODO,TODO,TODO
Swansea,670,Gors Community School,"Nursery, Infants & Juniors",English medium,6702233,01792 522202,Gors Avenue+Cockett+Swansea++SA1 6SF,335.0,TODO,TODO,TODO
Swansea,670,Sea View Primary School,"Nursery, Infants & Juniors",English medium,6702234,01792 650703,Creidiol Road+Mayhill+Swansea++SA1 6TZ,225.0,TODO,TODO,TODO
Swansea,670,Y.G.G. Llwynderw,"Nursery, Infants & Juniors",Welsh medium,6702235,01792 407130,West Cross Lane+West Cross+Swansea++SA3 5LS,354.0,TODO,TODO,TODO
Swansea,670,Birchgrove Primary,"Nursery, Infants & Juniors",English medium,6702236,01792 814814,Heol Nant Bran+Birchgrove+Swansea++SA7 9LH,446.0,TODO,TODO,TODO
Swansea,670,Dunvant Primary School,"Nursery, Infants & Juniors",English medium,6702237,01792 207336,Dunvant Road+Dunvant+Swansea++SA2 7SN,348.0,TODO,TODO,TODO
Swansea,670,Gwyrosydd Primary School,"Nursery, Infants & Juniors",English medium,6702238,01792 797117,Park Hill Terrace+Treboeth+Swansea++SA5 7DN,405.0,TODO,TODO,TODO
Swansea,670,St Thomas Community Primary School,"Nursery, Infants & Juniors",English medium,6702239,01792 650052,Grenfell Park Road+St Thomas+Swansea++SA1 8EZ,436.0,TODO,TODO,TODO
Swansea,670,Gowerton Primary School,"Nursery, Infants & Juniors",English medium,6702240,01792 872439,Mount Street+Gowerton+Swansea++SA4 3GE,366.0,TODO,TODO,TODO
Swansea,670,Pentre’r Graig Primary School,"Nursery, Infants & Juniors",English medium,6702241,01792 771831,School Road+Morriston+Swansea++SA6 6HY,300.0,TODO,TODO,TODO
Swansea,670,Ysgol Gymraeg Tan-y-lan,"Nursery, Infants & Juniors",Welsh medium,6702242,01792 772800,Tan-y-lan Terrace+Morriston+Swansea++SA6 7DU,186.0,TODO,TODO,TODO
Swansea,670,Burlais Primary School,"Nursery, Infants & Juniors",English medium,6702243,01792 652350,Gerddi Alexander+Cwmbwrla+Swansea++SA5 8BN,500.0,TODO,TODO,TODO
Swansea,670,Clydach Primary School,"Nursery, Infants & Juniors",English medium,6702244,01792 843356,Sybil Street+Clydach+Swansea++SA6 5EU,200.0,TODO,TODO,TODO
Swansea,670,Ysgol Gymraeg y Cwm,"Nursery, Infants & Juniors",Welsh medium,6702245,01792 650326,Jersey Road+Bonymaen+Swansea++SA1 7DL,129.0,TODO,TODO,TODO
Swansea,670,Gorseinon Primary School,"Nursery, Infants & Juniors",English medium,6702246,01792 892739,High Street+Gorseinon+Swansea++SA4 4BN,301.0,TODO,TODO,TODO
Swansea,670,Brynhyfryd Primary School,"Nursery, Infants & Juniors",English medium,6702247,01792 483870,Llangyfelach Road+Brynhyfryd+Swansea++SA5 9LN,460.0,TODO,TODO,TODO
Swansea,670,St. David's Rc Primary School,"Nursery, Infants & Juniors",English medium,6703303,01792 512212,West Cross Avenue+West Cross+Swansea++SA3 5TS,154.0,TODO,TODO,TODO
Swansea,670,St Illtyds Primary,"Nursery, Infants & Juniors",English medium,6703305,01792 462104,Jersey Road+Bonymaen+Swansea++SA1 7DG,205.0,TODO,TODO,TODO
Swansea,670,Christchurch Church In Wales,"Nursery, Infants & Juniors",English medium,6703306,01792 510900,Rodney Street+Swansea+++SA1 3UA,157.0,TODO,TODO,TODO
Swansea,670,St Joseph's R.C. Primary,"Nursery, Infants & Juniors",English medium,6703308,01792 842494,Pontardawe Road+Clydach+Swansea++SA6 5NX,206.0,TODO,TODO,TODO
Swansea,670,St Josephs Cathedral Primary School,"Nursery, Infants & Juniors",English medium,6703309,01792 653609,Caepistyll Street+Greenhill+Swansea++SA1 2BE,511.0,TODO,TODO,TODO
Swansea,670,Cefn Hengoed,Secondary (ages 11-16),English medium,6704031,01792 773464,Caldicot Road+Winch Wen+Swansea++SA1 7HX,906.0,TODO,TODO,TODO
Swansea,670,Olchfa School,Secondary (ages 11-19),English medium,6704032,01792 534300,Gower Road+Sketty+Swansea++SA2 7AB,1825.0,TODO,TODO,TODO
Swansea,670,Morriston Comprehensive,Secondary (ages 11-19),English medium,6704033,01792 797745,Heol Maes Eglwys+Morriston+Swansea++SA6 6NH,1038.0,TODO,TODO,TODO
Swansea,670,Pentrehafod School,Secondary (ages 11-16),English medium,6704043,01792 410400,Pentremawr Road+Hafod+Swansea++SA1 2NN,1140.0,TODO,TODO,TODO
Swansea,670,Bishop Gore School,Secondary (ages 11-19),English medium,6704044,01792 411400,De-La-Beche Road+Sketty+Swansea++SA2 9AP,1285.0,TODO,TODO,TODO
Swansea,670,Penyrheol Comprehensive School,Secondary (ages 11-16),English medium,6704062,01792 533066,Pontarddulais Road+Gorseinon+Swansea++SA4 4FG,869.0,TODO,TODO,TODO
Swansea,670,Gowerton Comprehensive School,Secondary (ages 11-19),English medium,6704063,01792 873461,Cecil Road+Gowerton+Swansea++SA4 3DL,1175.0,TODO,TODO,TODO
Swansea,670,Bishopston Comprehensive,Secondary (ages 11-16),English medium,6704069,01792 234121,The Glebe+Bishopston+Swansea++SA3 3JP,1109.0,TODO,TODO,TODO
Swansea,670,Pontarddulais Comprehensive School,Secondary (ages 11-16),English medium,6704072,01792 884556,Caecerrig Road+Pontarddulais+Swansea++SA4 8PD,852.0,TODO,TODO,TODO
Swansea,670,Ysgol Gyfun Gwyr,Secondary (ages 11-19),Welsh medium,6704074,01792 872403,Talbot Street+Tregwyr+Abertawe++SA4 3DD,1113.0,TODO,TODO,TODO
Swansea,670,Birchgrove,Secondary (ages 11-16),English medium,6704075,01792 535400,Birchgrove Road+Birchgrove+Swansea++SA7 9NB,593.0,TODO,TODO,TODO
Swansea,670,Dylan Thomas Community School,Secondary (ages 11-16),English medium,6704076,01792 610300,John Street+Cockett+Swansea++SA2 0FR,641.0,TODO,TODO,TODO
Swansea,670,Ysgol Gyfun Gymraeg Bryn Tawe,Secondary (ages 11-19),Welsh medium,6704078,01792 560600,Heol Gywrosydd+Penlan+Swansea++SA5 7BU,904.0,TODO,TODO,TODO
Swansea,670,Bishop Vaughan School,Secondary (ages 11-19),English medium,6704600,01792 772006,Mynydd Garnlwyd Road+Morriston+Swansea++SA6 7QG,1117.0,TODO,TODO,TODO
Swansea,670,Ysgol Pen-y-Bryn,Special (with post-16 provision),Not applicable,6707000,01792 799064,Glasbury Road+Morriston+Swansea++SA6 7PA,180.0,TODO,TODO,TODO
Swansea,670,Ysgol Crug Glas,Special (with post-16 provision),Not applicable,6707008,01792 652388,Croft Street+Swansea+++SA1 1QA,53.0,TODO,TODO,TODO
Neath Port Talbot,671,Alltwen Primary School,"Nursery, Infants & Juniors",English medium,6712100,01792 863275,Alltwen Hill+Alltwen+Pontardawe+Swansea+SA8 3AB,225.0,TODO,TODO,TODO
Neath Port Talbot,671,Blaendulais Primary School,"Nursery, Infants & Juniors",English medium,6712101,01639 700261,Seven Sisters+Neath+++SA10 9AA,110.0,TODO,TODO,TODO
Neath Port Talbot,671,Blaengwrach Primary School,"Nursery, Infants & Juniors",English medium,6712106,01639 720342,Heol Wenallt+Cwmgwrach+Neath++SA11 5PP,137.0,TODO,TODO,TODO
Neath Port Talbot,671,Blaenhonddan Primary School,"Nursery, Infants & Juniors",English medium,6712110,01639 644366,Main Road+Bryncoch+Neath++SA10 7PE,252.0,TODO,TODO,TODO
Neath Port Talbot,671,Baglan Primary School,"Nursery, Infants & Juniors",English medium,6712119,01639 813112,Elmwood Road+Baglan+Port Talbot++SA12 8TF,261.0,TODO,TODO,TODO
Neath Port Talbot,671,YGG Cwmllynfell,"Nursery, Infants & Juniors",Welsh medium,6712128,01639 830630,Heol Y Bryn+Cwmllynfell+Swansea++SA9 2FJ,55.0,TODO,TODO,TODO
Neath Port Talbot,671,Creunant Primary School,"Nursery, Infants & Juniors",English medium,6712129,01639 750224,School Road+Crynant+Neath++SA10 8NS,129.0,TODO,TODO,TODO
Neath Port Talbot,671,Crymlyn Primary School,"Nursery, Infants & Juniors",English medium,6712134,01792 812285,School Road+Jersey Marine+Neath++SA10 6JJ,114.0,TODO,TODO,TODO
Neath Port Talbot,671,Cwmnedd Primary School,"Nursery, Infants & Juniors",English medium,6712137,01639 720220,New Street+Glynneath+Neath++SA11 5AA,192.0,TODO,TODO,TODO
Neath Port Talbot,671,Cymer Afan Primary School,"Nursery, Infants & Juniors",English medium,6712138,01639 850739,Margam Street+Cymmer+Port Talbot++SA13 3EE,102.0,TODO,TODO,TODO
Neath Port Talbot,671,Godre'rgraig Primary School,"Nursery, Infants & Juniors",English medium,6712140,01792 860048,Graig Road+Godre'rgraig+Swansea++SA9 2NY,128.0,TODO,TODO,TODO
Neath Port Talbot,671,Eastern Primary School,"Nursery, Infants & Juniors",English medium,6712142,01639 882819,Incline Row+Taibach+Port Talbot++SA13 1TT,177.0,TODO,TODO,TODO
Neath Port Talbot,671,Gnoll Primary School,"Nursery, Infants & Juniors",English medium,6712144,01639 642938,Wellfield Avenue+Neath+++SA11 1AQ,342.0,TODO,TODO,TODO
Neath Port Talbot,671,Glyncorrwg Primary School,"Nursery, Infants & Juniors",English medium,6712148,01639 850323,Bridge Street+Glyncorrwg+Port Talbot++SA13 3BB,85.0,TODO,TODO,TODO
Neath Port Talbot,671,YGG Gwaun Cae Gurwen,"Nursery, Infants & Juniors",Welsh medium,6712149,01269 822238,New Road+Gwaun Cae Gurwen+Ammanford++SA18 1UN,192.0,TODO,TODO,TODO
Neath Port Talbot,671,Catwg Primary School,"Nursery, Infants & Juniors",English medium,6712150,01639 642731,Main Road+Cadoxton+Neath++SA10 8BL,210.0,TODO,TODO,TODO
Neath Port Talbot,671,Maesmarchog Community Primary School,"Nursery, Infants & Juniors",English medium,6712155,01639 700228,School Road+Dyffryn Cellwen+Neath++SA10 9LB,101.0,TODO,TODO,TODO
Neath Port Talbot,671,YGG Rhosafan,"Nursery, Infants & Juniors",Welsh medium,6712158,01639 896338,Marine Drive+Sandfields+Port Talbot++SA12 7NN,380.0,TODO,TODO,TODO
Neath Port Talbot,671,Sandfields Primary School,"Nursery, Infants & Juniors",English medium,6712161,01639 882355,Lilian Street+Aberavon+Port Talbot++SA12 6AJ,295.0,TODO,TODO,TODO
Neath Port Talbot,671,YGG Castell-nedd,"Nursery, Infants & Juniors",Welsh medium,6712168,01639 637701,Heol Woodland+Castell-Nedd+++SA11 3AL,424.0,TODO,TODO,TODO
Neath Port Talbot,671,Croeserw Primary School,"Nursery, Infants & Juniors",English medium,6712173,01639 850265,Bryn Siriol+Cymmer+Port Talbot++SA13 3PL,157.0,TODO,TODO,TODO
Neath Port Talbot,671,Tywyn Primary School,"Nursery, Infants & Juniors",English medium,6712175,01639 790883,Channel View+Sandfields+Port Talbot++SA12 6JF,454.0,TODO,TODO,TODO
Neath Port Talbot,671,Llangiwg Primary School,"Nursery, Infants & Juniors",English medium,6712178,01792 863274,New Road+Ynysmeudwy+Pontardawe+Swansea+SA8 4PJ,101.0,TODO,TODO,TODO
Neath Port Talbot,671,Tonnau Primary Community School,"Nursery, Infants & Juniors",English medium,6712181,01639 637062,School Road+Tonna+Neath++SA11 3EJ,212.0,TODO,TODO,TODO
Neath Port Talbot,671,Ynysfach Primary School,"Nursery, Infants & Juniors",English medium,6712187,01639 710238,Resolven+Neath+++SA11 4AB,168.0,TODO,TODO,TODO
Neath Port Talbot,671,Blaenbaglan Primary School,"Nursery, Infants & Juniors",English medium,6712191,01639 769775,Maes-Ty-Canol+Baglan+Port Talbot++SA12 8YF,289.0,TODO,TODO,TODO
Neath Port Talbot,671,Rhos Primary School,"Nursery, Infants & Juniors",English medium,6712200,01792 862177,Neath Road+Rhos+Swansea++SA8 3EB,147.0,TODO,TODO,TODO
Neath Port Talbot,671,YGG Blaendulais,"Nursery, Infants & Juniors",Welsh medium,6712202,01639 700342,Blaendulais+Castell Nedd+++SA10 9AA,96.0,TODO,TODO,TODO
Neath Port Talbot,671,Rhydyfro Primary School,"Nursery, Infants & Juniors",English medium,6712203,01792 862200,Waun Penlan+Pontardawe+Swansea++SA8 3BB,167.0,TODO,TODO,TODO
Neath Port Talbot,671,YGG Cwm Nedd,"Nursery, Infants & Juniors",Welsh medium,6712205,01639 720530,New Street+Glynneath+Neath++SA11 5AA,130.0,TODO,TODO,TODO
Neath Port Talbot,671,Tairgwaith Primary School,"Nursery, Infants & Juniors",English medium,6712206,01269 823258,Llwyncelyn Road+Tairgwaith+Ammanford++SA18 1UU,104.0,TODO,TODO,TODO
Neath Port Talbot,671,YGG Trebannws,"Nursery, Infants & Juniors",Welsh medium,6712208,01792 864004,Swansea Road+Trebannws+Swansea++SA8 4BL,102.0,TODO,TODO,TODO
Neath Port Talbot,671,YGG Pontardawe,"Nursery, Infants & Juniors",Welsh medium,6712218,01792 862136,Alltacham Drive+Pontardawe+Abertawe++SA8 4JR,344.0,TODO,TODO,TODO
Neath Port Talbot,671,Waunceirch Primary School,"Nursery, Infants & Juniors",English medium,6712221,01639 636084,Dwr Y Felin Road+Waunceirch+Neath++SA10 7RW,191.0,TODO,TODO,TODO
Neath Port Talbot,671,Cilffriw Primary School,"Nursery, Infants & Juniors",English medium,6712230,01639 630816,Main Road+Cilfrew+Neath++SA10 8LF,194.0,TODO,TODO,TODO
Neath Port Talbot,671,YGG Tyle'r Ynn,"Nursery, Infants & Juniors",Welsh medium,6712231,01639 812229,Llansawel Crescent+Briton Ferry+Castell Nedd++SA11 2UN,260.0,TODO,TODO,TODO
Neath Port Talbot,671,Coed Hirwaun Primary School,"Nursery, Infants & Juniors",English medium,6712232,01656 747830,Cwrt y Carw+Margam+Port Talbot++SA13 2TS,174.0,TODO,TODO,TODO
Neath Port Talbot,671,Coedffranc Primary School,"Nursery, Infants & Juniors",English medium,6712233,01792 813504,Stanley Road+Skewen+Neath++SA10 6LP,418.0,TODO,TODO,TODO
Neath Port Talbot,671,Pen Afan Primary,"Nursery, Infants & Juniors",English medium,6712234,01639 850316,Western Terrace+Blaengwynfi+Port Talbot++SA13 3YE,111.0,TODO,TODO,TODO
Neath Port Talbot,671,Awel Y Mor Primary School,"Nursery, Infants & Juniors",English medium,6712235,01639 875100,Ffordd yr Ysgol+Sandfields+Port Talbot++SA12 6TP,323.0,TODO,TODO,TODO
Neath Port Talbot,671,Crynallt Primary School,"Nursery, Infants & Juniors",English medium,6712236,01639 635256,Afan Valley Road+Cimla+Neath++SA11 3AZ,409.0,TODO,TODO,TODO
Neath Port Talbot,671,Cwmafan Primary School,"Nursery, Infants & Juniors",English medium,6712237,01639 869312,Ty'r Owen Row+Cwmavon+Port Talbot++SA12 9BB,403.0,TODO,TODO,TODO
Neath Port Talbot,671,Central Primary School,"Nursery, Infants & Juniors",English medium,6712238,01639 882866,Theodore Road+Port Talbot+++SA13 1SF,468.0,TODO,TODO,TODO
Neath Port Talbot,671,Abbey Primary School,"Nursery, Infants & Juniors",English medium,6712239,01792 812202,New Road+Neath Abbey+Neath++SA10 7ND,467.0,TODO,TODO,TODO
Neath Port Talbot,671,Melin Primary School,"Nursery, Infants & Juniors",English medium,6712240,01639 645414,MILE END ROW+Melincryddan+Neath++SA11 2ED,234.0,TODO,TODO,TODO
Neath Port Talbot,671,Ysgol Carreg Hir,"Nursery, Infants & Juniors",English medium,6712241,01639 502892,Old Road+Briton Ferry++Neath+SA11 2ET,381.0,TODO,TODO,TODO
Neath Port Talbot,671,Ysgol Gynradd Gymraeg Tregeles,"Nursery, Infants & Juniors",Welsh medium,6712242,,St John’s Terrace+Neath Abbey+Neath Port Talbot++SA10 7ND,1.0,TODO,TODO,TODO
Neath Port Talbot,671,St Joseph's Catholic Primary School (Neath),"Nursery, Infants & Juniors",English medium,6713309,01639 635099,Cook Rees Avenue+Neath+++SA11 1UR,119.0,TODO,TODO,TODO
Neath Port Talbot,671,St Joseph's Catholic Infant School,Nursery & Infants,English medium,6713310,01639 882579,Water Street+Aberavon+Port Talbot++SA12 6LF,137.0,TODO,TODO,TODO
Neath Port Talbot,671,Bryncoch CIW Primary School,"Nursery, Infants & Juniors",English medium,6713311,01639 643359,Furzeland Drive+Bryncoch+Neath++SA10 7UG,146.0,TODO,TODO,TODO
Neath Port Talbot,671,Alderman Davies CIW Primary School,"Nursery, Infants & Juniors",English medium,6713313,01639 769772,St David's Street+Neath+++SA11 3AA,292.0,TODO,TODO,TODO
Neath Port Talbot,671,St Therese's Catholic Primary School,"Nursery, Infants & Juniors",English medium,6713314,01639 882797,Southdown Road+Sandfields+Port Talbot++SA12 7HL,235.0,TODO,TODO,TODO
Neath Port Talbot,671,St Joseph's Catholic Junior School,Juniors,English medium,6713316,01639 769743,Nobel Avenue+Port Talbot+++SA12 6YN,136.0,TODO,TODO,TODO
Neath Port Talbot,671,Cefn Saeson Comprehensive School,Secondary (ages 11-16),English medium,6714064,01639 791300,Afan Valley Road+Cimla+Neath++SA11 3TA,852.0,TODO,TODO,TODO
Neath Port Talbot,671,Cwmtawe Community School,Secondary (ages 11-16),English medium,6714065,01792 863200,Ffordd Parc Ynysderw+Pontardawe+Swansea++SA8 4EG,1170.0,TODO,TODO,TODO
Neath Port Talbot,671,Llangatwg Community School,Secondary (ages 11-16),English medium,6714066,01639 634700,Main Road+Cadoxton+Neath++SA10 8DB,755.0,TODO,TODO,TODO
Neath Port Talbot,671,Dwr Y Felin Comprehensive School,Secondary (ages 11-16),English medium,6714067,01639 635161,Dwr Y Felin Road+Neath+++SA10 7RE,1119.0,TODO,TODO,TODO
Neath Port Talbot,671,St Joseph's RC School and 6th Form Centre,Secondary (ages 11-19),English medium,6714601,01639 884305,Newton Avenue+Aberavon+Port Talbot++SA12 6EY,895.0,TODO,TODO,TODO
Neath Port Talbot,671,Ysgol Bae Baglan,Middle (ages 3-16),English medium,6715500,01639 508540, SEAWAY PARADE+Sandfields++PORT TALBOT+SA12 7BL,1494.0,TODO,TODO,TODO
Neath Port Talbot,671,Ysgol Gymraeg Ystalyfera Bro Dur,Middle (ages 3-19),Welsh medium,6715501,01639 842129,Glan Yr Afon+Ystalyfera+Swansea++SA9 2DY,1552.0,TODO,TODO,TODO
Neath Port Talbot,671,Ysgol Cwm Brombil,Middle (ages 3-16),English medium,6715502,01639 760110,Bertha Road++Margam+Port Talbot+SA13 2AN,1391.0,TODO,TODO,TODO
